name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo,discipline,era_name,gender
Vargas Benjamin,1418.0918719158226,10,-8.19,3.42,87.6,1418.09,1486.29,Lead,IFSC,Men
Olsen Eirik Birkelund,1417.9575778504477,10,-8.2,3.11,59.4,1417.96,1494.74,Lead,IFSC,Men
AU Chi-fung,1417.3843230355922,20,-4.13,3.66,59.7,1417.38,1489.96,Lead,IFSC,Men
Wellington Matthew,1415.459803028141,8,-10.57,2.96,70.0,1415.46,1486.25,Lead,IFSC,Men
Ayala Benjamin,1413.28498864238,13,-6.67,4.17,76.15,1413.28,1493.26,Lead,IFSC,Men
Bednar Stefan,1409.5848416893048,14,-6.46,4.6,63.71,1409.58,1488.5,Lead,IFSC,Men
Miniely Or,1406.4697296165689,11,-8.5,3.73,79.45,1406.47,1486.13,Lead,IFSC,Men
Marne Hritik,1397.7849806128995,11,-9.29,1.08,83.73,1397.78,1492.23,Lead,IFSC,Men
Jech Martin,1395.6317811841318,21,-4.97,3.96,50.57,1395.62,1486.68,Lead,IFSC,Men
Tkachuk Mykhayil,1374.3371626373794,21,-5.98,3.44,67.0,1374.34,1491.06,Lead,IFSC,Men
Reis Jürgen,1368.432416846431,18,-7.31,4.23,46.61,1368.43,1488.68,Lead,IFSC,Men
Binter Tomas,1338.2284421480572,40,-4.04,5.26,56.7,1338.23,1485.84,Lead,IFSC,Men
Garnbret Janja,2133.3277402575472,142,4.48,5.67,1.62,1517.24,2135.58,Lead,IFSC,Women
Kim Jain,2015.6630958653643,258,2.0,6.16,3.12,1508.07,2057.27,Lead,IFSC,Women
Verhoeven Anak,1928.413084800684,133,3.22,7.38,4.5,1496.89,1992.73,Lead,IFSC,Women
Pilz Jessica,1888.8515341466891,150,2.62,6.59,5.99,1503.79,1958.27,Lead,IFSC,Women
Noguchi Akiyo,1882.578705117543,138,2.77,5.59,5.36,1497.48,1885.24,Lead,IFSC,Women
Ernst Johanna,1867.013075064152,89,4.12,7.29,3.15,1515.25,1884.16,Lead,IFSC,Women
Oda Momoka,1864.027012774338,81,4.49,5.87,5.41,1509.8,1889.36,Lead,IFSC,Women
Eiter Angela,1853.2874063640836,99,3.57,6.74,3.35,1510.54,1853.29,Lead,IFSC,Women
Mori Ai,1844.4920535876304,35,10.09,6.72,2.89,1517.28,1853.17,Lead,IFSC,Women
Seo Chaehyun,1816.4858778484504,27,11.72,4.78,2.67,1515.42,1816.49,Lead,IFSC,Women
Markovic Mina,1814.4902404979907,266,1.18,6.87,4.69,1499.29,2050.34,Lead,IFSC,Women
SEO Chaehyun,1812.1947512137256,53,5.52,7.98,3.53,1516.28,1812.19,Lead,IFSC,Women
Raboutou Brooke,1789.7266631322204,46,6.2,6.05,9.09,1508.48,1789.73,Lead,IFSC,Women
Rogora Laura,1782.5146645351692,81,3.24,7.82,9.75,1514.38,1794.25,Lead,IFSC,Women
Grossman Natalia,1763.7521036067385,41,6.43,7.34,7.61,1496.32,1770.72,Lead,IFSC,Women
Vidmar Maja,1762.9153459828913,151,1.74,7.86,6.03,1510.64,1810.04,Lead,IFSC,Women
Lukan Vita,1741.9627986355215,78,3.1,6.21,10.74,1507.15,1752.67,Lead,IFSC,Women
Krampl Mia,1735.6398698307612,92,2.56,7.57,9.95,1496.33,1769.83,Lead,IFSC,Women
Tanii Natsuki,1724.7850877397734,43,4.79,8.83,7.26,1506.69,1724.79,Lead,IFSC,Women
Gros Natalija,1724.2746222741466,70,3.2,5.58,5.69,1510.63,1724.27,Lead,IFSC,Women
Thompson-Smith Molly,1718.349528164303,84,2.6,6.87,13.49,1476.2,1728.27,Lead,IFSC,Women
Durif Charlotte,1713.6625227881643,152,1.41,6.43,8.43,1494.65,1750.85,Lead,IFSC,Women
Kobayashi Yuka,1709.505008887421,161,1.3,6.6,10.05,1506.2,1717.76,Lead,IFSC,Women
Janicot Hélène,1709.3524557341143,178,1.18,6.5,9.65,1496.22,1824.93,Lead,IFSC,Women
Röck Magdalena,1704.1736096687562,134,1.52,8.29,8.96,1490.71,1887.31,Lead,IFSC,Women
Ciavaldini Caroline,1694.1784657990206,95,2.04,7.08,6.05,1504.28,1735.14,Lead,IFSC,Women
Shiraishi Ashima,1691.4535206224818,42,4.56,8.54,8.4,1514.48,1722.9,Lead,IFSC,Women
Kalan Tjasa,1690.7726452274658,57,3.35,6.93,14.6,1493.84,1690.77,Lead,IFSC,Women
Chanourdie Julia,1690.1153938285374,103,1.85,6.76,12.28,1498.75,1793.08,Lead,IFSC,Women
Schranz Christine,1689.070897549666,160,1.18,7.0,12.16,1490.9,1701.45,Lead,IFSC,Women
Hily Manon,1683.730544849274,62,2.96,7.78,13.6,1492.1,1688.97,Lead,IFSC,Women
ROGORA Laura,1683.5774590894682,23,8.37,5.02,4.13,1513.85,1692.5,Lead,IFSC,Women
MCNEICE Erin,1682.7420562977438,18,10.15,5.15,2.72,1515.76,1682.74,Lead,IFSC,Women
Schubert Hannah,1680.9148793553086,62,2.92,6.91,14.98,1493.94,1727.65,Lead,IFSC,Women
Romain Salomé,1669.1360101045784,94,1.8,6.53,14.47,1499.36,1680.04,Lead,IFSC,Women
Becerra Mathilde,1665.05181920473,78,2.12,6.96,14.62,1472.54,1718.59,Lead,IFSC,Women
Posch Katharina,1661.0416725315051,163,0.99,6.41,10.59,1509.83,1753.84,Lead,IFSC,Women
Chereshneva Yana,1659.7597123766466,102,1.57,7.27,9.26,1491.69,1713.77,Lead,IFSC,Women
Rakovec Lucka,1659.2250772304355,70,2.27,8.53,11.47,1499.54,1701.21,Lead,IFSC,Women
Nonaka Miho,1653.6615863338573,45,3.41,6.81,15.42,1468.32,1661.37,Lead,IFSC,Women
Fakhritdinova Dinara,1650.9989012114045,127,1.19,7.81,10.32,1501.94,1797.12,Lead,IFSC,Women
MORI Ai,1643.892220335552,12,12.42,3.02,1.67,1515.71,1649.08,Lead,IFSC,Women
Kotake Mei,1638.562562927974,52,2.66,8.22,13.79,1497.98,1681.78,Lead,IFSC,Women
KIM Jain,1637.1861798555922,28,4.9,9.26,9.43,1511.37,1646.44,Lead,IFSC,Women
Ota Risa,1637.1596580463415,97,1.41,7.0,13.84,1477.8,1688.09,Lead,IFSC,Women
SANDERS Annie,1636.0664235115878,12,12.65,4.24,2.08,1516.13,1651.8,Lead,IFSC,Women
Hirano Natsumi,1633.855415283469,21,6.37,6.79,10.62,1506.21,1639.97,Lead,IFSC,Women
Sarkany Muriel,1633.2133395789915,62,2.15,8.68,6.05,1510.55,1643.09,Lead,IFSC,Women
GARNBRET Janja,1633.0785216181234,10,14.9,2.78,1.2,1513.77,1649.0,Lead,IFSC,Women
SEO CHAEHYUN,1630.855869033723,11,13.39,5.04,2.55,1513.87,1647.26,Lead,IFSC,Women
NAKAGAWA Ryu,1630.6975002926656,46,2.84,6.73,13.91,1509.97,1636.71,Lead,IFSC,Women
KUME Nonoha,1626.8110032650286,13,9.38,7.96,6.77,1514.91,1626.81,Lead,IFSC,Women
Kazbekova Ievgeniia,1624.2528307228044,68,1.83,6.56,20.74,1471.33,1624.25,Lead,IFSC,Women
TANII Natsuki,1622.2258026872498,41,2.61,10.58,10.98,1514.37,1668.37,Lead,IFSC,Women
Adamovska Eliska,1620.932060859263,36,3.36,8.43,19.97,1500.08,1646.75,Lead,IFSC,Women
DiGiulian Sasha,1616.5371040919104,24,4.86,8.27,9.38,1496.15,1616.54,Lead,IFSC,Women
Zhang YueTong,1614.0130736672436,13,8.77,8.9,7.46,1513.57,1614.01,Lead,IFSC,Women
PILZ Jessica,1611.5941958135295,14,7.97,9.06,6.5,1498.13,1615.2,Lead,IFSC,Women
Malamid Evgeniia,1609.0817413139073,99,1.1,7.53,13.4,1474.21,1693.15,Lead,IFSC,Women
KOTAKE Mei,1608.5297616394996,18,6.03,6.15,10.44,1504.1,1609.06,Lead,IFSC,Women
Onoe Aya,1607.5009390173009,45,2.39,5.43,15.67,1480.48,1609.0,Lead,IFSC,Women
Eyer Alexandra,1606.5664667125843,78,1.37,6.73,9.77,1510.57,1648.23,Lead,IFSC,Women
Ito Futaba,1603.4432702661234,30,3.45,7.23,16.53,1516.77,1604.31,Lead,IFSC,Women
Brumagne Mathilde,1600.4488671613508,60,1.67,8.25,13.5,1459.22,1630.72,Lead,IFSC,Women
Pouget Camille,1597.4597472245823,26,3.75,6.01,17.35,1505.2,1597.46,Lead,IFSC,Women
Dufraisse Alizée,1597.2881257330898,58,1.68,6.83,13.98,1506.66,1614.82,Lead,IFSC,Women
Meul Hannah,1593.897345271857,23,4.08,5.78,19.57,1492.16,1595.52,Lead,IFSC,Women
Zhang YUETONG,1591.0426592871618,21,4.34,6.62,18.14,1503.94,1591.04,Lead,IFSC,Women
Hayes Margo,1589.3339280787022,19,4.7,6.85,15.47,1509.96,1589.33,Lead,IFSC,Women
Miller Delaney,1588.957333744246,43,2.07,6.97,17.7,1494.13,1614.83,Lead,IFSC,Women
Buhrfeind Claire,1587.5792942935118,17,5.15,6.6,18.06,1507.06,1587.58,Lead,IFSC,Women
Tajima Aika,1585.803509843307,17,5.05,9.01,9.24,1506.47,1585.8,Lead,IFSC,Women
Totkova Aleksandra,1583.5222470885476,29,2.88,8.9,15.66,1512.76,1624.15,Lead,IFSC,Women
Han Seuran,1583.3301226804465,64,1.3,7.1,16.16,1481.49,1647.6,Lead,IFSC,Women
ABE Momoko,1581.6369262010794,18,4.54,8.42,17.17,1511.93,1596.18,Lead,IFSC,Women
Koller Anne-Sophie,1581.3223745051594,72,1.13,7.54,20.08,1488.17,1681.52,Lead,IFSC,Women
ITO Futaba,1579.400400400457,15,5.29,6.8,16.93,1504.97,1590.15,Lead,IFSC,Women
Shalagina Olga,1578.1194293590347,29,2.69,7.86,10.55,1507.84,1600.77,Lead,IFSC,Women
Mackenzie Oceania,1577.6490921765303,25,3.38,5.99,24.48,1498.69,1584.4,Lead,IFSC,Women
Sanders Anastasia,1576.9776819982526,17,4.96,9.77,11.24,1504.79,1584.36,Lead,IFSC,Women
Pötzi Mattea,1576.787898193638,30,2.33,7.47,20.17,1491.31,1576.79,Lead,IFSC,Women
DOUMONT Heloïse,1570.394483388717,18,3.19,8.52,12.17,1511.63,1570.39,Lead,IFSC,Women
Arc Nolwenn,1569.38948960176,42,1.65,6.19,24.86,1494.35,1571.78,Lead,IFSC,Women
Saurwein Katharina,1569.2186684468747,39,1.77,5.71,11.13,1510.56,1583.63,Lead,IFSC,Women
REKAR Rosa,1568.8559561575207,8,8.16,7.46,6.75,1513.62,1568.86,Lead,IFSC,Women
Söderlund Matilda,1568.8140869404915,16,4.3,7.56,13.5,1496.33,1576.76,Lead,IFSC,Women
Rekar Rosa,1568.166341710702,16,3.39,7.98,13.44,1497.92,1568.17,Lead,IFSC,Women
Copar Sara,1567.810385806922,24,2.83,6.52,20.46,1500.38,1569.34,Lead,IFSC,Women
POUGET Camille,1566.329533658038,15,4.42,6.15,13.53,1512.25,1566.33,Lead,IFSC,Women
Rosen Kajsa,1566.309197068582,19,3.49,8.39,22.42,1497.57,1580.13,Lead,IFSC,Women
van Bergen Nikki,1565.5701217255482,88,0.75,6.19,20.19,1437.5,1599.82,Lead,IFSC,Women
Meshkova Viktoriia,1564.5032738516672,19,3.39,7.36,19.95,1503.95,1564.5,Lead,IFSC,Women
Avezou Zélia,1564.1815629820069,13,5.15,6.03,17.15,1502.13,1566.96,Lead,IFSC,Women
KRAMPL Mia,1563.1667281856874,18,3.51,9.66,11.83,1489.88,1563.17,Lead,IFSC,Women
MACKENZIE Oceania,1561.0429607525443,10,6.1,6.11,9.4,1501.23,1563.73,Lead,IFSC,Women
Skusek Lana,1560.2136830059526,35,1.72,6.98,21.97,1499.28,1581.99,Lead,IFSC,Women
Levet Sandrine,1557.3636277565506,12,4.78,6.05,6.75,1503.89,1557.36,Lead,IFSC,Women
Gejo Stasa,1556.3929227850597,22,2.56,6.32,27.36,1490.12,1557.02,Lead,IFSC,Women
PÖTZI Mattea,1555.6610026624287,21,2.65,9.03,12.38,1512.22,1575.68,Lead,IFSC,Women
AVEZOU Zélia,1554.6782908209332,9,6.08,7.0,10.56,1512.73,1554.68,Lead,IFSC,Women
HILY Manon,1553.8447760313884,13,4.27,8.28,14.23,1504.42,1555.56,Lead,IFSC,Women
Doumont Heloïse,1553.5253009364549,42,1.27,7.06,22.62,1486.36,1559.45,Lead,IFSC,Women
JANICOT Hélène,1552.9891122766498,11,4.82,5.72,11.91,1506.87,1552.99,Lead,IFSC,Women
Arthaud Nina,1552.1452937309848,14,3.72,7.06,21.21,1511.56,1558.74,Lead,IFSC,Women
RABOUTOU Brooke,1549.5578375536782,5,12.11,3.04,3.0,1513.82,1560.55,Lead,IFSC,Women
LUO ZHILU,1549.5136119615097,17,3.95,8.95,24.0,1503.06,1567.23,Lead,IFSC,Women
Bertone Oriane,1548.4172528571698,13,3.72,5.42,20.62,1506.27,1548.42,Lead,IFSC,Women
Condie Kyra,1547.9632882800258,31,1.55,5.48,28.81,1483.76,1566.67,Lead,IFSC,Women
Mcneice Erin,1547.931094083462,12,3.9,6.68,26.33,1492.31,1547.93,Lead,IFSC,Women
COPAR Sara,1547.5059758347516,16,2.97,7.05,17.38,1489.93,1547.51,Lead,IFSC,Women
schöpf Bettina,1547.0364342203118,32,1.47,7.12,12.78,1481.49,1556.4,Lead,IFSC,Women
ZHANG Yuetong,1546.6005232519922,9,4.59,10.75,6.67,1508.51,1546.6,Lead,IFSC,Women
Stotz Rebekka,1546.3688818499663,46,1.01,6.02,19.39,1491.8,1555.99,Lead,IFSC,Women
van der Meer Lynn,1545.4458378810175,32,1.42,7.37,24.31,1497.65,1567.79,Lead,IFSC,Women
Coxsey Shauna,1543.798069362031,9,4.87,8.54,15.44,1514.71,1545.55,Lead,IFSC,Women
Franko Lucka,1542.5417843899345,16,2.66,6.02,11.75,1501.3,1542.54,Lead,IFSC,Women
OBLASSER Flora,1542.4612312257316,13,3.0,8.46,11.69,1512.66,1546.95,Lead,IFSC,Women
KIM Chaeyeong,1542.4434638600965,12,3.54,6.0,18.33,1505.52,1551.5,Lead,IFSC,Women
Thévenet Marine,1541.6321282760066,28,1.49,6.85,15.96,1482.37,1546.28,Lead,IFSC,Women
Moroni Camilla,1540.8465762031203,14,2.92,6.52,22.93,1500.14,1542.18,Lead,IFSC,Women
Gibert Fanny,1540.4623102333196,26,1.56,5.31,22.42,1503.04,1547.78,Lead,IFSC,Women
Sa Sol,1539.7211031019112,32,1.24,4.81,21.75,1485.43,1547.73,Lead,IFSC,Women
Klingler Petra,1539.1775754288756,19,2.06,6.4,25.53,1504.03,1553.08,Lead,IFSC,Women
TOTKOVA Aleksandra,1537.747550735765,12,3.15,8.63,13.67,1501.66,1554.54,Lead,IFSC,Women
Lavarda Jenny,1537.6673425821025,122,0.31,6.35,16.57,1498.63,1600.7,Lead,IFSC,Women
Choong Katherine,1537.2238534656378,72,0.52,6.81,26.03,1459.68,1577.27,Lead,IFSC,Women
Tarkus Lucija,1534.561392587799,23,1.5,6.96,24.26,1493.01,1540.99,Lead,IFSC,Women
TAKAO Tomona,1534.428242871513,14,2.46,6.78,18.14,1499.23,1534.43,Lead,IFSC,Women
MACIÀ MARTÍN Geila,1532.7700108599822,10,3.28,6.14,19.2,1499.89,1538.42,Lead,IFSC,Women
Sanders Annie,1532.4417052838005,3,15.18,2.21,3.33,1517.48,1545.53,Lead,IFSC,Women
Hafsaas Tina Johnsen,1532.1327432752698,81,0.4,6.68,25.6,1449.59,1564.28,Lead,IFSC,Women
Kipriianova Ekaterina,1531.0209839872418,8,3.88,6.44,22.38,1510.03,1531.02,Lead,IFSC,Women
Hammelmüller Eva Maria,1530.43748035165,21,1.45,6.53,28.19,1497.88,1540.03,Lead,IFSC,Women
Serrière Julia,1530.0666520143332,20,1.5,6.49,20.55,1489.8,1530.07,Lead,IFSC,Women
KOIKE Hana,1529.7323640754253,15,1.98,8.85,21.27,1496.57,1544.16,Lead,IFSC,Women
Ring Alina,1528.7875674430788,21,1.37,7.85,20.0,1481.99,1539.87,Lead,IFSC,Women
VAN DER MEER Lynn,1528.7581468965006,16,1.8,7.64,18.75,1505.07,1532.68,Lead,IFSC,Women
Fiser Julia,1528.0949215646683,64,0.44,6.0,24.27,1490.02,1578.29,Lead,IFSC,Women
Ghisolfi Claudia,1527.8628604075582,67,0.42,5.01,28.4,1475.81,1544.31,Lead,IFSC,Women
Costanza Melina,1527.8231750572863,6,4.64,6.33,26.17,1512.3,1530.77,Lead,IFSC,Women
ODA Natsumi,1527.749554922767,20,1.39,7.87,18.5,1508.82,1549.09,Lead,IFSC,Women
Kamin Rebeka,1526.775034904237,20,1.34,5.74,20.45,1499.89,1536.59,Lead,IFSC,Women
BUCKLEY Jennifer Eucharia,1525.7920583418716,6,4.3,3.3,21.17,1508.16,1525.79,Lead,IFSC,Women
SMETANOVA Michaela,1525.5677856332966,13,1.97,7.08,22.69,1491.28,1525.57,Lead,IFSC,Women
Harrington Emily,1525.48756653274,9,2.83,7.21,13.89,1509.47,1540.16,Lead,IFSC,Women
Douady Luce,1525.0756154151763,4,6.27,7.48,16.25,1507.4,1525.08,Lead,IFSC,Women
Repusic Urska,1524.9286428530702,10,2.49,6.19,32.2,1507.97,1534.93,Lead,IFSC,Women
Pinet Florence,1524.5712790059954,35,0.7,8.28,14.46,1469.11,1537.05,Lead,IFSC,Women
Ociepka Kinga,1523.5865967665095,22,1.07,5.01,16.18,1497.49,1531.58,Lead,IFSC,Women
FISER Julia,1523.0375062372802,12,1.92,7.2,19.75,1505.95,1532.64,Lead,IFSC,Women
Gollo Asja,1523.0303543591929,18,1.28,4.89,26.11,1491.7,1523.03,Lead,IFSC,Women
Lettner Sandra,1521.6913982525125,18,1.21,6.02,29.67,1500.08,1529.23,Lead,IFSC,Women
Smetanova Michaela,1521.108228458464,20,1.06,5.1,33.4,1485.45,1526.02,Lead,IFSC,Women
Berthier Nolwen,1519.5776251718678,29,0.68,5.67,28.24,1469.89,1520.8,Lead,IFSC,Women
LUO Zhilu,1519.4393171470786,10,1.94,7.63,19.6,1503.84,1521.72,Lead,IFSC,Women
Slaney Hannah,1519.162767175534,7,2.74,6.56,24.57,1503.76,1523.92,Lead,IFSC,Women
Krasovskaia Elena,1518.5929499673528,15,1.24,4.6,33.8,1497.89,1519.09,Lead,IFSC,Women
Hiroshige Yuki,1518.4600554919166,25,0.74,6.41,22.72,1476.12,1529.33,Lead,IFSC,Women
MARTÍNEZ ALMENDROS Iziar,1517.538264397566,5,3.51,5.55,24.2,1505.68,1518.38,Lead,IFSC,Women
TARKUS Lucija,1516.501376747111,10,1.65,7.93,20.5,1496.09,1516.99,Lead,IFSC,Women
Oblasser Flora,1515.909377915573,2,7.95,4.06,13.5,1510.82,1515.91,Lead,IFSC,Women
LUKAN Vita,1515.598567300111,15,1.04,10.12,15.07,1514.2,1542.04,Lead,IFSC,Women
Kim Lan,1515.0912709273348,10,1.51,6.17,29.9,1500.95,1524.08,Lead,IFSC,Women
CLARK Adriene Akiko,1513.7468538741778,6,2.29,8.98,21.0,1500.34,1513.75,Lead,IFSC,Women
Rekabi Elnaz,1513.3712739604248,16,0.84,6.1,29.94,1484.65,1513.37,Lead,IFSC,Women
Wurm Juliane,1513.0674629856735,31,0.42,7.7,18.06,1456.6,1513.07,Lead,IFSC,Women
Avezou Cecile,1512.5276547669507,20,0.63,6.96,18.35,1489.47,1512.53,Lead,IFSC,Women
SA SOL,1511.239330902223,2,5.62,1.58,30.5,1506.74,1511.24,Lead,IFSC,Women
HIRANO Natsumi,1511.18363365655,5,2.24,8.41,21.4,1500.94,1521.7,Lead,IFSC,Women
Kurita Miu,1510.467461929486,7,1.5,4.76,25.14,1505.19,1519.46,Lead,IFSC,Women
Bacher Barbara,1510.2493982583565,144,0.07,5.56,15.3,1510.25,1594.06,Lead,IFSC,Women
Buckley Jennifer Eucharia,1510.2391985373802,3,3.41,1.59,24.33,1501.61,1510.24,Lead,IFSC,Women
GROSSMAN Natalia,1510.2045903108833,2,2.0,11.61,6.0,1503.99,1510.2,Lead,IFSC,Women
Stöhr Anna,1509.6990649466345,2,4.85,0.15,22.0,1504.74,1509.7,Lead,IFSC,Women
LINTANG CAHYANI Sukma,1509.4023339201422,6,1.57,4.17,27.0,1498.91,1509.4,Lead,IFSC,Women
NONAKA Miho,1509.341087763078,2,4.67,9.91,14.0,1509.34,1511.68,Lead,IFSC,Women
Yip Alannah,1508.8933484995778,30,0.3,4.75,35.3,1479.17,1527.4,Lead,IFSC,Women
KAKIZAKI Miu,1508.628375558525,16,0.54,5.98,28.69,1499.92,1516.08,Lead,IFSC,Women
Slemensek Tjasa,1508.4193012149267,24,0.35,6.3,28.79,1494.04,1519.26,Lead,IFSC,Women
Fredman Netta,1508.3217588569842,38,0.22,4.58,22.5,1490.15,1517.98,Lead,IFSC,Women
Kimura Rie,1508.1917344374774,2,4.1,6.32,8.0,1508.19,1508.57,Lead,IFSC,Women
Tesio Giorgia,1507.979826655972,22,0.36,7.38,30.5,1493.81,1528.55,Lead,IFSC,Women
Vidmar Katja,1507.5031579370316,2,3.75,11.45,9.5,1507.5,1511.85,Lead,IFSC,Women
Januel Caroline,1506.588679395224,4,1.65,9.14,9.75,1496.35,1508.17,Lead,IFSC,Women
Kümin Andrea,1505.8591209533638,24,0.24,4.92,32.5,1479.88,1516.02,Lead,IFSC,Women
Belomestnova Maria,1505.7743846452345,2,2.89,9.65,10.0,1505.77,1509.71,Lead,IFSC,Women
Bibik Olga,1505.5971522150562,8,0.7,8.01,16.0,1500.5,1515.16,Lead,IFSC,Women
Gallyamova Anna,1505.346719443381,2,2.67,0.42,25.0,1502.97,1505.35,Lead,IFSC,Women
Kerem Ayala,1505.0778736826603,9,0.56,3.3,39.67,1492.49,1505.08,Lead,IFSC,Women
Nikolaeva Mariya,1505.077668682228,2,2.54,10.26,11.0,1505.08,1509.8,Lead,IFSC,Women
Stöckler Laura,1504.9628225305748,7,0.71,4.39,31.71,1496.28,1504.96,Lead,IFSC,Women
HULLIGER Michelle,1504.8769165405054,2,2.44,2.67,21.0,1504.32,1504.88,Lead,IFSC,Women
THOMPSON-SMITH Molly,1504.7294400136414,1,4.73,,10.0,1504.73,1504.73,Lead,IFSC,Women
SCHWAIGER Ines,1504.7007156995548,3,1.57,4.22,35.67,1504.7,1507.91,Lead,IFSC,Women
BERTONE Oriane,1504.4455107390145,1,4.45,,30.0,1504.45,1504.45,Lead,IFSC,Women
Kryvonis Olena,1504.0827019772137,1,4.08,,27.0,1504.08,1504.08,Lead,IFSC,Women
Demmel Martina,1503.9267537874082,30,0.13,6.98,28.83,1483.34,1522.58,Lead,IFSC,Women
Kadic Katja,1503.8671134994734,23,0.17,6.7,23.09,1469.34,1505.16,Lead,IFSC,Women
Matsufuji Anon,1503.8479751917605,3,1.28,9.63,26.0,1503.85,1513.38,Lead,IFSC,Women
Franken Ariane,1503.359947946691,1,3.36,,33.0,1503.36,1503.36,Lead,IFSC,Women
APEL Anna Maria,1503.2171181725807,6,0.54,10.99,18.0,1503.22,1517.61,Lead,IFSC,Women
Michalkova Vanda,1503.211990109644,8,0.4,5.89,41.25,1500.9,1516.69,Lead,IFSC,Women
Bair Lauren,1503.1134816886856,1,3.11,,40.0,1503.11,1503.11,Lead,IFSC,Women
Hulliger Michelle,1502.886784364278,37,0.08,6.34,31.08,1486.07,1532.45,Lead,IFSC,Women
OH GAYEONG,1502.8416274284482,3,0.95,9.88,27.67,1502.84,1513.23,Lead,IFSC,Women
CHANOURDIE Julia,1502.8266862387018,6,0.47,3.84,35.83,1495.47,1502.83,Lead,IFSC,Women
DEUBLER Anika,1502.791210004032,1,2.79,,34.0,1502.79,1502.79,Lead,IFSC,Women
Macià Martín Geila,1502.4548985018362,1,2.45,,29.0,1502.45,1502.45,Lead,IFSC,Women
Medici Francesca,1502.4338719054986,1,2.43,,37.0,1502.43,1502.43,Lead,IFSC,Women
PLASSOUX DJIGA Ina,1502.309922381385,9,0.26,8.27,24.56,1491.39,1509.12,Lead,IFSC,Women
Kura Nanako,1502.3075333566253,2,1.15,6.59,51.5,1496.49,1502.31,Lead,IFSC,Women
Puccio Alex,1502.3019043174588,1,2.3,,49.0,1502.3,1502.3,Lead,IFSC,Women
Caprez Nina,1502.280819831095,12,0.19,5.83,15.58,1492.99,1507.68,Lead,IFSC,Women
Fisher Ella,1502.0291954398128,2,1.01,1.4,33.5,1500.02,1502.03,Lead,IFSC,Women
KOBETS Anastasiia,1502.014483156243,11,0.18,7.38,29.09,1486.39,1504.97,Lead,IFSC,Women
MUGISHIMA Kohana,1501.8089878013982,4,0.45,8.91,20.5,1500.63,1509.27,Lead,IFSC,Women
Bragdon Marah,1501.7070594124789,1,1.71,,32.0,1501.71,1501.71,Lead,IFSC,Women
Huang Li-Ping,1501.621444506238,5,0.32,5.49,20.0,1494.91,1505.91,Lead,IFSC,Women
Riddle Dana,1501.161539325322,2,0.58,0.38,29.5,1500.32,1501.16,Lead,IFSC,Women
Horstmann Bimini,1501.1575503967017,1,1.16,,40.0,1501.16,1501.16,Lead,IFSC,Women
KUDO Hana,1500.8548324221106,1,0.85,,29.0,1500.85,1500.85,Lead,IFSC,Women
TAKEUCHI Ai,1500.387012018808,2,0.19,0.43,36.0,1499.89,1500.39,Lead,IFSC,Women
Prosekova Olesya,1500.1213600430503,2,0.06,3.23,45.5,1497.78,1500.12,Lead,IFSC,Women
SKUSEK Lana,1500.010919708719,5,0.0,6.67,25.4,1491.08,1503.1,Lead,IFSC,Women
Graftiaux Chloé,1499.994436228189,8,-0.0,7.55,19.38,1481.27,1504.56,Lead,IFSC,Women
KUZUU Mashiro,1499.9816402313584,4,-0.0,4.97,27.5,1497.21,1503.41,Lead,IFSC,Women
Warenski Emilia,1499.9105595405763,1,-0.09,,42.0,1499.91,1499.91,Lead,IFSC,Women
Dörffel Lucia,1499.818771230757,9,-0.02,6.49,42.0,1482.41,1500.04,Lead,IFSC,Women
SEO YEJOO,1499.4861207462163,2,-0.26,4.05,45.0,1499.49,1502.61,Lead,IFSC,Women
Rauth Jana,1499.4780714475323,1,-0.52,,43.0,1499.48,1499.48,Lead,IFSC,Women
KOMPEIN Magdalena,1499.425830634208,3,-0.19,7.06,39.0,1499.43,1507.77,Lead,IFSC,Women
Gilemkhanova Dana,1499.3702274673144,6,-0.1,6.63,22.33,1499.37,1511.16,Lead,IFSC,Women
Apel Anna Maria,1499.227047458321,2,-0.39,10.17,31.0,1492.42,1499.23,Lead,IFSC,Women
WIENAND Roxana,1499.0142262308073,3,-0.33,6.32,23.0,1499.01,1506.61,Lead,IFSC,Women
Slamti Kenza,1498.981877293103,5,-0.2,5.28,38.4,1491.52,1501.42,Lead,IFSC,Women
PLASSOUX DJIGA INA,1498.8225900198263,5,-0.24,5.55,37.8,1493.82,1501.47,Lead,IFSC,Women
Brinkmann Joanne,1498.5877309696452,2,-0.71,7.55,35.5,1493.95,1498.59,Lead,IFSC,Women
Pichler Stefanie,1498.514052638801,1,-1.49,,29.0,1498.51,1498.51,Lead,IFSC,Women
Ghaffari Sarina,1498.4465472923823,1,-1.55,,59.0,1498.45,1498.45,Lead,IFSC,Women
SA Sol,1498.3704752883198,7,-0.23,5.93,37.14,1498.37,1512.46,Lead,IFSC,Women
Chevrier Anne-Laure,1498.2408044422834,1,-1.76,,30.0,1498.24,1498.24,Lead,IFSC,Women
Kikuzawa Aya,1498.1141751202204,3,-0.63,2.96,22.67,1498.11,1501.98,Lead,IFSC,Women
ARC Nolwenn,1498.0869671664543,2,-0.96,3.12,34.0,1496.84,1498.09,Lead,IFSC,Women
KAZBEKOVA Ievgeniia,1497.970298927571,1,-2.03,,16.0,1497.97,1497.97,Lead,IFSC,Women
