name,event,year,discipline,gender,round,rank,elo_before,elo_after,elo_change,athlete_comp_sequence,rolling_avg_elo,prev_rank,rank_improvement
Cullen Kylie,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2022,Boulder,Women,Semi-final,11.0,1529.6709536261221,1529.050830578952,-0.620123047170192,11.0,1523.0460122013635,7.0,-4.0
Cullen Kylie,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",2022,Boulder,Women,Qualification,13.0,1529.050830578952,1537.5037166495072,8.452886070555236,12.0,1525.6587774357165,11.0,-2.0
Cullen Kylie,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",2022,Boulder,Women,Semi-final,11.0,1537.5037166495072,1537.7466406865549,0.2429240370476966,13.0,1530.3542606959734,13.0,2.0
Cullen Kylie,IFSC World Championships Bern 2023,2023,Boulder,Women,Qualification,63.0,1537.7466406865549,1534.6947935254693,-3.051847161085584,14.0,1533.7333870133211,11.0,-52.0
Cullen Kylie,IFSC World Cup Brixen 2023,2023,Boulder,Women,Qualification,27.0,1534.6947935254693,1539.4969625223837,4.802168996914396,15.0,1535.6985887925734,63.0,36.0
Cullen Kylie,IFSC World Cup Hachioji 2023,2023,Boulder,Women,Qualification,49.0,1539.4969625223837,1534.5050321627587,-4.991930359625104,16.0,1536.7894291093348,27.0,-22.0
Cullen Kylie,IFSC World Cup Innsbruck 2023,2023,Boulder,Women,Qualification,61.0,1534.5050321627587,1529.1900470552118,-5.314985107546907,17.0,1535.1266951904756,49.0,-12.0
Cullen Kylie,IFSC World Cup Salt Lake City 2023,2023,Boulder,Women,Qualification,34.0,1531.0309498705287,1529.7687730745956,-1.2621767959330028,19.0,1532.7983529370958,61.0,27.0
Cullen Kylie,IFSC World Cup Seoul 2023,2023,Boulder,Women,Qualification,19.0,1543.3750690654438,1551.9090855797622,8.534016514318402,22.0,1538.9607325097948,34.0,15.0
Cullen Kylie,IFSC World Cup Seoul 2023,2023,Boulder,Women,Semi-final,18.0,1551.9090855797622,1543.6099813056308,-8.2991042741315,23.0,1541.476538796815,19.0,1.0
Cullen Kylie,IFSC World Cup Innsbruck 2024,2024,Boulder,Women,Qualification,35.0,1529.1900470552118,1531.0309498705287,1.8409028153168059,18.0,1533.7835570272705,18.0,-17.0
Cullen Kylie,IFSC World Cup Salt Lake City 2024,2024,Boulder,Women,Qualification,13.0,1529.7687730745956,1538.719784958644,8.951011884048311,20.0,1532.6429174243478,35.0,22.0
Cullen Kylie,IFSC World Cup Salt Lake City 2024,2024,Boulder,Women,Semi-final,9.0,1538.719784958644,1543.3750690654438,4.655284106799813,21.0,1534.4169248048847,13.0,4.0
Cuypers Celine,IFSC Climbing World Championships - Innsbruck (AUT) 2018,2018,Boulder,Women,Qualification,24.0,1500.0,1502.9942468806182,2.9942468806181983,1.0,1502.9942468806182,,
Cuypers Celine,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018,Boulder,Women,Qualification,36.0,1502.9942468806182,1496.412134343853,-6.582112536765118,2.0,1499.7031906122356,24.0,-12.0
Cuypers Celine,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019,Boulder,Women,Qualification,30.0,1496.412134343853,1492.1420133168845,-4.270121026968564,3.0,1497.182798180452,36.0,6.0
Córdova A Annie A,IFSC Climbing World Championships  - Arco (ITA) 2011,2011,Boulder,Women,Qualification,33.0,1500.0,1485.9930315317156,-14.006968468284299,1.0,1485.9930315317156,,
DAZIANO Irina,IFSC World Cup Innsbruck 2024,2024,Boulder,Women,Qualification,51.0,1500.0,1497.0250169683877,-2.9749830316121866,1.0,1497.0250169683877,,
DE CHARMOY RACHELLE,IFSC Climbing World Championships - Hachioji (JPN) 2019,2019,Boulder,Women,Qualification,34.0,1500.0,1490.4656234888337,-9.53437651116624,1.0,1490.4656234888337,,
DE CHARMOY RACHELLE,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019,Boulder,Women,Qualification,39.0,1490.4656234888337,1479.8572534984057,-10.60836999042791,2.0,1485.1614384936197,34.0,-5.0
DEBEVEC Katja,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,2021,Boulder,Women,Qualification,6.0,1500.0,1512.8131573363773,12.813157336377412,1.0,1512.8131573363773,,
DEBEVEC Katja,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,2021,Boulder,Women,Semi-Final,8.0,1512.8131573363773,1517.2350828728024,4.4219255364250785,2.0,1515.0241201045899,6.0,-2.0
DEBEVEC Katja,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",2021,Boulder,Women,Qualification,12.0,1517.2350828728024,1525.1821763316404,7.94709345883802,3.0,1518.41013884694,8.0,-4.0
DEBEVEC Katja,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",2021,Boulder,Women,Semi-Final,7.0,1525.1821763316404,1531.1909213001302,6.008744968489795,4.0,1521.6053344602376,12.0,5.0
DEBEVEC Katja,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2022,Boulder,Women,Qualification,23.0,1531.1909213001302,1532.9526610477003,1.7617397475701433,5.0,1523.8747997777302,7.0,-16.0
DEBEVEC Katja,IFSC World Cup Innsbruck 2024,2024,Boulder,Women,Qualification,7.0,1532.9526610477003,1545.2843747193435,12.331713671643168,6.0,1530.3690432543233,23.0,16.0
DEBEVEC Katja,IFSC World Cup Innsbruck 2024,2024,Boulder,Women,Semi-final,13.0,1545.2843747193435,1540.6889061332308,-4.595468586112688,7.0,1535.0598079064089,7.0,-6.0
DEBEVEC Katja,IFSC World Cup Prague 2024,2024,Boulder,Women,Qualification,5.0,1540.6889061332308,1552.9219099793181,12.233003846087275,8.0,1540.6077546359445,13.0,8.0
DEBEVEC Katja,IFSC World Cup Prague 2024,2024,Boulder,Women,Semi-final,18.0,1552.9219099793181,1539.5151974879395,-13.406712491378633,9.0,1542.2726098735063,5.0,-13.0
DEBEVEC Katja,IFSC World Cup Seoul 2024,2024,Boulder,Women,Qualification,13.0,1539.5151974879395,1547.0375287769227,7.52233128898321,10.0,1545.089583419351,18.0,5.0
DEBEVEC Katja,IFSC World Cup Seoul 2024,2024,Boulder,Women,Semi-final,12.0,1547.0375287769227,1543.5204941261009,-3.517034650821836,11.0,1544.7368073007024,13.0,1.0
DELCOIGNE Lucie,IFSC World Cup Innsbruck 2023,2023,Boulder,Women,Qualification,55.0,1500.0,1498.3233273542355,-1.6766726457645578,1.0,1498.3233273542355,,
DENNIS GENEVIEVE,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,2021,Boulder,Women,Qualification,40.0,1500.0,1490.2072908327996,-9.792709167200357,1.0,1490.2072908327996,,
DENNIS GENEVIEVE,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",2021,Boulder,Women,Qualification,38.0,1490.2072908327996,1482.7883751648149,-7.41891566798477,2.0,1486.497832998807,40.0,2.0
DOBIE Siobhan,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2022,Boulder,Women,Qualification,51.0,1500.0,1486.9353213261993,-13.06467867380069,1.0,1486.9353213261993,,
DREAMER Maya,IFSC World Cup Innsbruck 2024,2024,Boulder,Women,Qualification,45.0,1500.0,1499.3447309820046,-0.6552690179953216,1.0,1499.3447309820046,,
DREAMER Maya,IFSC World Cup Prague 2024,2024,Boulder,Women,Qualification,19.0,1499.3447309820046,1506.126661893369,6.781930911364383,2.0,1502.7356964376868,45.0,26.0
DREAMER Maya,IFSC World Cup Prague 2024,2024,Boulder,Women,Semi-final,12.0,1506.126661893369,1504.3085080011415,-1.8181538922275107,3.0,1503.2599669588383,19.0,7.0
DREAMER Maya,IFSC World Cup Salt Lake City 2024,2024,Boulder,Women,Qualification,34.0,1504.3085080011415,1502.0298889550925,-2.2786190460490108,4.0,1502.9524474579018,12.0,-22.0
Da Silva Rosmery,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,2007,Boulder,Women,Qualification,24.0,1500.0,1496.4718183973998,-3.528181602600145,1.0,1496.4718183973998,,
Dal Zotto Caterina,IFSC World Cup Brixen 2023,2023,Boulder,Women,Qualification,63.0,1500.0,1491.759622572112,-8.240377427888092,1.0,1491.759622572112,,
Damasco Jordyn,IFSC World Cup Brixen 2023,2023,Boulder,Women,Qualification,65.0,1500.0,1490.9277831998234,-9.07221680017674,1.0,1490.9277831998234,,
Dangi Prerna,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,2016,Boulder,Women,Qualification,35.0,1500.0,1487.646497365496,-12.353502634503908,1.0,1487.646497365496,,
Danion Juliette,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,2007,Boulder,Women,Final,5.0,1500.0,1491.3193928127773,-8.680607187222645,1.0,1491.3193928127773,,
Danion Juliette,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,2007,Boulder,Women,Qualification,2.0,1491.3193928127773,1506.5688591054877,15.24946629271046,2.0,1498.9441259591326,5.0,3.0
Danion Juliette,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,2007,Boulder,Women,Semi-Final,3.0,1506.5688591054877,1519.7332102028422,13.164351097354377,3.0,1505.8738207070357,2.0,-1.0
Danion Juliette,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,2007,Boulder,Women,Final,1.0,1519.7332102028422,1537.5296044771148,17.79639427427259,4.0,1513.7877666495556,3.0,2.0
Danion Juliette,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,2007,Boulder,Women,Qualification,7.0,1537.5296044771148,1546.9234499882393,9.39384551112439,5.0,1520.414903317292,1.0,-6.0
Danion Juliette,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,2007,Boulder,Women,Semi-Final,1.0,1546.9234499882393,1562.1307149131328,15.20726492489355,6.0,1534.5771677373634,7.0,6.0
Danion Juliette,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,2007,Boulder,Women,Final,2.0,1562.1307149131328,1571.104097555719,8.973382642586063,7.0,1547.4842154274097,1.0,-1.0
Danion Juliette,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,2007,Boulder,Women,Qualification,1.0,1571.104097555719,1584.6319425755278,13.527845019808922,8.0,1560.4639619019467,2.0,1.0
Danion Juliette,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,2007,Boulder,Women,Semi-Final,1.0,1584.6319425755278,1597.9083011733373,13.276358597809528,9.0,1572.539701241191,1.0,0.0
Danion Juliette,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,2007,Boulder,Women,Final,5.0,1597.9083011733373,1588.8617279648342,-9.046573208503112,10.0,1580.9273568365102,1.0,-4.0
Danion Juliette,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,2007,Boulder,Women,Qualification,6.0,1588.8617279648342,1596.976767021891,8.115039057056766,11.0,1587.8965672582617,5.0,-1.0
Danion Juliette,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,2007,Boulder,Women,Semi-Final,2.0,1596.976767021891,1608.8376388084282,11.860871786537178,12.0,1595.4432755088037,6.0,4.0
Danion Juliette,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,2007,Boulder,Women,Final,4.0,1604.857392189213,1603.04535654549,-1.8120356437228864,15.0,1606.017658376561,2.0,-2.0
Danion Juliette,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,2007,Boulder,Women,Qualification,3.0,1603.04535654549,1613.9496102941418,10.904253748651902,16.0,1609.4122270310113,4.0,1.0
Danion Juliette,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,2007,Boulder,Women,Semi-Final,4.0,1613.9496102941418,1622.1789637068146,8.22935341267273,17.0,1612.0804920106884,3.0,-1.0
Danion Juliette,IFSC Climbing Worldcup (B) - Hall (AUT) 2007,2007,Boulder,Women,Qualification,10.0,1619.660292455271,1622.796149215326,3.135856760055153,21.0,1615.7915164881936,4.0,-6.0
Danion Juliette,IFSC Climbing Worldcup (B) - Hall (AUT) 2007,2007,Boulder,Women,Semi-Final,9.0,1622.796149215326,1622.5775258943988,-0.21862332092721048,22.0,1615.8712289257103,10.0,1.0
Danion Juliette,IFSC Climbing Worldcup (B) - La Reunion (FRA) 2007,2007,Boulder,Women,Final,1.0,1628.3968062252036,1641.0565961079283,12.659789882724665,25.0,1627.6197546400344,9.0,8.0
Danion Juliette,IFSC Climbing Worldcup (B) - La Reunion (FRA) 2007,2007,Boulder,Women,Qualification,5.0,1641.0565961079283,1636.3929064589536,-4.663689648974607,26.0,1630.33910608876,1.0,-4.0
Danion Juliette,IFSC Climbing Worldcup (B) - La Reunion (FRA) 2007,2007,Boulder,Women,Semi-Final,1.0,1636.3929064589536,1647.718172330222,11.32526587126838,27.0,1635.3672353759243,5.0,4.0
Danion Juliette,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,2007,Boulder,Women,Qualification,11.0,1654.8495655104027,1656.4222644042284,1.5726988938255826,31.0,1648.1437571806516,1.0,-10.0
Danion Juliette,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,2007,Boulder,Women,Semi-Final,8.0,1656.4222644042284,1657.349157437021,0.9268930327925606,32.0,1650.0699542020116,11.0,3.0
Danion Juliette,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,2008,Boulder,Women,Qualification,7.0,1608.8376388084282,1616.371137317783,7.533498509354837,13.0,1601.791114457255,8.0,1.0
Danion Juliette,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,2008,Boulder,Women,Semi-Final,16.0,1616.371137317783,1604.857392189213,-11.513745128570044,14.0,1603.18093266043,7.0,-9.0
Danion Juliette,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,2008,Boulder,Women,Final,6.0,1622.1789637068146,1605.6040333297285,-16.574930377085987,18.0,1609.9270712130776,16.0,10.0
Danion Juliette,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,2008,Boulder,Women,Qualification,12.0,1605.6040333297285,1608.7181437338272,3.1141104040986067,19.0,1610.6992215220002,6.0,-6.0
Danion Juliette,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,2008,Boulder,Women,Semi-Final,3.0,1608.7181437338272,1619.660292455271,10.942148721443699,20.0,1614.0222087039565,12.0,9.0
Danion Juliette,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,2008,Boulder,Women,Qualification,19.0,1622.5775258943988,1623.2716957573152,0.6941698629164852,23.0,1619.4047614112276,3.0,-16.0
Danion Juliette,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,2008,Boulder,Women,Semi-Final,7.0,1623.2716957573152,1628.3968062252036,5.125110467888426,24.0,1623.340493909503,19.0,12.0
Danion Juliette,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Final,6.0,1647.718172330222,1634.9695773615972,-12.748594968624648,28.0,1637.706811696781,7.0,1.0
Danion Juliette,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Qualification,2.0,1634.9695773615972,1646.7592062968085,11.789628935211232,29.0,1641.3792917111018,6.0,4.0
Danion Juliette,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Semi-Final,4.0,1646.7592062968085,1654.8495655104027,8.090359213594263,30.0,1644.1378855915968,2.0,-2.0
Darabian Mahya,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",2019,Boulder,Women,Qualification,27.0,1496.7847067949047,1496.0092483889714,-0.7754584059331731,2.0,1496.3969775919381,,
Darabian Mahya,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",2021,Boulder,Women,Qualification,49.0,1500.0,1496.7847067949047,-3.21529320509536,1.0,1496.7847067949047,27.0,-22.0
Davey Anna,IFSC Climbing World Championships - Hachioji (JPN) 2019,2019,Boulder,Women,Qualification,34.0,1500.0,1490.4706091099251,-9.529390890074867,1.0,1490.4706091099251,,
Davey Anna,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019,Boulder,Women,Qualification,41.0,1490.4706091099251,1478.3779428553305,-12.092666254594723,2.0,1484.424275982628,34.0,-7.0
Davey Anna,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",2019,Boulder,Women,Qualification,33.0,1478.3779428553305,1472.118563420571,-6.259379434759493,3.0,1480.3223717952758,41.0,8.0
Davey Anna,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",2019,Boulder,Women,Qualification,33.0,1472.118563420571,1465.7219822987443,-6.39658112182687,4.0,1476.6722744211427,33.0,0.0
Davila Emilia,IFSC World Championships Bern 2023,2023,Boulder,Women,Qualification,83.0,1500.0,1492.5246031210945,-7.475396878905391,1.0,1492.5246031210945,,
Daziano Irina,IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,2022,Boulder,Women,Qualification,45.0,1500.0,1498.2686456531544,-1.7313543468456207,1.0,1498.2686456531544,,
Daziano Irina,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,2022,Boulder,Women,Qualification,47.0,1498.2686456531544,1496.5642248847075,-1.7044207684469077,2.0,1497.4164352689309,45.0,-2.0
Daziano Irina,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",2022,Boulder,Women,Qualification,45.0,1496.5642248847075,1498.257586651349,1.6933617666414464,3.0,1497.6968190630703,47.0,2.0
De Magalhaes de Castro Bianca,IFSC World Championships Bern 2023,2023,Boulder,Women,Qualification,91.0,1500.0,1490.1283071753764,-9.871692824623596,1.0,1490.1283071753764,,
De Marco Annalisa,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,2013,Boulder,Women,Qualification,6.0,1482.366976324569,1494.693198096989,12.326221772420018,4.0,1492.7625378595635,,
De Marco Annalisa,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,2013,Boulder,Women,Semi-Final,20.0,1494.693198096989,1482.912863748457,-11.780334348531788,5.0,1490.7926030373424,6.0,-14.0
De Marco Annalisa,IFSC Climbing Worldcup (B) - Kitzbühel (AUT) 2013,2013,Boulder,Women,Qualification,22.0,1486.4920869918153,1478.9804403519756,-7.511646639839744,7.0,1485.0891131027613,20.0,-2.0
De Marco Annalisa,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,2013,Boulder,Women,Qualification,13.0,1475.0823548621486,1478.8165397475038,3.7341848853553214,9.0,1480.4568571403802,22.0,9.0
De Marco Annalisa,IFSC Climbing Worldcup (B) - Munich (GER) 2013,2013,Boulder,Women,Qualification,22.0,1479.1523603739101,1472.813767676322,-6.338592697588259,12.0,1477.7784129553881,13.0,-9.0
De Marco Annalisa,IFSC Climbing World Championship (B) - Munich (GER) 2014,2014,Boulder,Women,Qualification,22.0,1500.0,1499.167634118841,-0.8323658811590193,1.0,1499.167634118841,22.0,0.0
De Marco Annalisa,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,2014,Boulder,Women,Qualification,29.0,1494.8223428978556,1482.366976324569,-12.455366573286804,3.0,1492.1189844470885,22.0,-7.0
De Marco Annalisa,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,2014,Boulder,Women,Qualification,15.0,1478.9804403519756,1475.0823548621486,-3.898085489827152,8.0,1483.632188810277,29.0,14.0
De Marco Annalisa,IFSC Climbing World Championships - Paris (FRA) 2016,2016,Boulder,Women,Qualification,29.0,1499.167634118841,1494.8223428978556,-4.345291220985461,2.0,1496.9949885083483,15.0,-14.0
De Marco Annalisa,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,2016,Boulder,Women,Qualification,16.0,1482.912863748457,1486.4920869918153,3.579223243358122,6.0,1488.257493611937,29.0,13.0
De Marco Annalisa,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,2016,Boulder,Women,Qualification,14.0,1478.8165397475038,1483.0270421170565,4.21050236955256,10.0,1480.4796928141,16.0,2.0
De Marco Annalisa,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,2017,Boulder,Women,Qualification,27.0,1483.0270421170565,1479.1523603739101,-3.8746817431462524,11.0,1479.011747490519,14.0,-13.0
De la torre  Jennifer Marie,IFSC Climbing World Championships - Hachioji (JPN) 2019,2019,Boulder,Women,Qualification,35.0,1500.0,1486.408154172398,-13.591845827601814,1.0,1486.408154172398,,
De la torre  Jennifer Marie,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,2019,Boulder,Women,Qualification,26.0,1486.408154172398,1475.071727359597,-11.336426812801093,2.0,1480.7399407659975,35.0,9.0
Debevec Katja,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",2021,Boulder,Women,Qualification,35.0,1500.0,1502.3866348681852,2.38663486818526,1.0,1502.3866348681852,,
Debevec Katja,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,2021,Boulder,Women,Final,6.0,1509.420037786901,1494.0675910725834,-15.352446714317653,3.0,1501.9580879092234,35.0,29.0
Debevec Katja,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,2021,Boulder,Women,Qualification,19.0,1494.0675910725834,1502.1756010903684,8.108010017785038,4.0,1502.0124662045096,6.0,-13.0
Debevec Katja,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,2021,Boulder,Women,Semi-Final,6.0,1502.1756010903684,1511.107809638932,8.932208548563576,5.0,1503.831534891394,19.0,13.0
Debevec Katja,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",2021,Boulder,Women,Qualification,17.0,1508.8075995746178,1518.6387177218178,9.831118147199874,7.0,1506.9594638196638,6.0,-11.0
Debevec Katja,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",2021,Boulder,Women,Semi-Final,12.0,1518.6387177218178,1517.2366809414493,-1.4020367803685239,8.0,1511.593281793437,17.0,5.0
Debevec Katja,IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,2022,Boulder,Women,Qualification,23.0,1502.3866348681852,1509.420037786901,7.033402918715911,2.0,1505.903336327543,12.0,-11.0
Debevec Katja,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,2022,Boulder,Women,Qualification,47.0,1511.107809638932,1508.8075995746178,-2.3002100643142054,6.0,1505.1157278326805,23.0,-24.0
Debevec Katja,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",2022,Boulder,Women,Qualification,9.0,1517.2366809414493,1529.8542879409947,12.617606999545359,9.0,1517.1290191635621,47.0,38.0
Debevec Katja,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",2022,Boulder,Women,Semi-final,15.0,1529.8542879409947,1523.236396437095,-6.617891503899758,10.0,1519.5547365231948,9.0,-6.0
Debevec Katja,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2022,Boulder,Women,Qualification,27.0,1523.236396437095,1523.1866939214738,-0.04970251562129474,11.0,1522.430555392566,15.0,-12.0
Debevec Katja,IFSC World Championships Bern 2023,2023,Boulder,Women,Qualification,43.0,1523.1866939214738,1526.6973057625464,3.5106118410725906,12.0,1524.0422730007117,27.0,-16.0
Debevec Katja,IFSC World Cup Brixen 2023,2023,Boulder,Women,Qualification,35.0,1526.6973057625464,1528.796224516119,2.0989187535726495,13.0,1526.3541817156458,43.0,8.0
Debevec Katja,IFSC World Cup Hachioji 2023,2023,Boulder,Women,Qualification,31.0,1528.796224516119,1532.1901483072272,3.3939237911080267,14.0,1526.8213537888923,35.0,4.0
Debevec Katja,IFSC World Cup Innsbruck 2023,2023,Boulder,Women,Qualification,25.0,1532.1901483072272,1539.7814015184033,7.591253211175999,15.0,1530.130354805154,31.0,6.0
Debevec Katja,IFSC World Cup Prague 2023,2023,Boulder,Women,Qualification,19.0,1539.7814015184033,1547.3671901549374,7.585788636533966,16.0,1534.9664540518465,25.0,6.0
Debevec Katja,IFSC World Cup Prague 2023,2023,Boulder,Women,Semi-final,11.0,1547.3671901549374,1549.583932644497,2.216742489559588,17.0,1539.5437794282366,19.0,8.0
Debevec Katja,IFSC World Cup Salt Lake City 2023,2023,Boulder,Women,Qualification,19.0,1549.583932644497,1555.199494675705,5.615562031207928,18.0,1544.8244334601538,11.0,-8.0
Debevec Katja,IFSC World Cup Salt Lake City 2023,2023,Boulder,Women,Semi-final,13.0,1555.199494675705,1554.0670672469234,-1.132427428781504,19.0,1549.1998172480933,19.0,6.0
Debevec Katja,IFSC World Cup Seoul 2023,2023,Boulder,Women,Qualification,35.0,1560.7277365081245,1561.683690595434,0.955954087309363,22.0,1559.1265746183994,13.0,-22.0
Debevec Katja,IFSC World Cup Salt Lake City 2024,2024,Boulder,Women,Qualification,9.0,1554.0670672469234,1563.9548840658094,9.88781681888593,20.0,1554.0345137575746,35.0,26.0
Debevec Katja,IFSC World Cup Salt Lake City 2024,2024,Boulder,Women,Semi-final,13.0,1563.9548840658094,1560.7277365081245,-3.2271475576849817,21.0,1556.7066230282119,9.0,-4.0
Delcoigne Lucie,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,2018,Boulder,Women,Qualification,43.0,1494.1095512635825,1483.007619507716,-11.101931755866312,2.0,1488.5585853856492,,
Delcoigne Lucie,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,2019,Boulder,Women,Qualification,30.0,1483.007619507716,1481.9209691984129,-1.0866503093030824,3.0,1486.3460466565705,43.0,13.0
Delcoigne Lucie,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",2021,Boulder,Women,Qualification,61.0,1500.0,1494.1095512635825,-5.8904487364175955,1.0,1494.1095512635825,30.0,-31.0
Delgado Rute,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,2007,Boulder,Women,Qualification,37.0,1500.0,1485.604839606735,-14.395160393265039,1.0,1485.604839606735,,
Delpierre Marine,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Qualification,20.0,1483.7226073903769,1473.3149941906768,-10.407613199700183,6.0,1487.4538566172328,,
Delpierre Marine,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2008,Boulder,Women,Semi-Final,15.0,1473.3149941906768,1470.4011778626882,-2.91381632798846,7.0,1481.0251108153093,20.0,5.0
Delpierre Marine,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,2010,Boulder,Women,Qualification,23.0,1494.1371115655825,1483.5496630672224,-10.58744849836011,4.0,1494.517558019335,15.0,-8.0
Delpierre Marine,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,2011,Boulder,Women,Qualification,20.0,1500.0,1497.8385505722297,-2.161449427770226,1.0,1497.8385505722297,23.0,3.0
Delpierre Marine,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,2011,Boulder,Women,Semi-Final,9.0,1497.8385505722297,1502.544906872305,4.7063563000753845,2.0,1500.1917287222673,20.0,11.0
Delpierre Marine,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,2011,Boulder,Women,Qualification,34.0,1502.544906872305,1494.1371115655825,-8.407795306722505,3.0,1498.1735230033726,9.0,-25.0
Delpierre Marine,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,2011,Boulder,Women,Qualification,22.0,1483.5496630672224,1483.7226073903769,0.17294432315445424,5.0,1492.3585678935433,34.0,12.0
Delpierre Marine,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",2011,Boulder,Women,Qualification,37.0,1470.4011778626882,1463.2512907622431,-7.149887100445062,8.0,1474.8479466546414,22.0,-15.0
Demko Alena,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",2010,Boulder,Women,Qualification,37.0,1500.0,1488.9838345588846,-11.01616544111529,1.0,1488.9838345588846,,
